customer_id,customer_name,company_name,account_type,customer_segment,industry,region,subscription_type,customer_tenure_months,monthly_contract_value,account_manager,account_created_date
ACC-05172,Sarah Taylor,Metro Tech,Business,Small Business,Professional Services,Manawatu-Whanganui,Enterprise,21,514.95,Mike Patterson,2020-06-23
ACC-05176,Jennifer Thomas,Harbour Logistics,Business,Corporate,Education,Auckland,Enterprise,33,566.93,Sarah Chen,2022-08-20
ACC-05177,Elizabeth Rodriguez,Valley Transport,Business,Corporate,Healthcare,Wellington,Basic,1,94.98,Unassigned,2019-02-19
ACC-05178,William Taylor,Harbour Industries,Business,Small Business,Trades,Auckland,Enterprise,9,486.01,Sarah Chen,2019-06-20
ACC-05179,William Smith,Metro Medical,Business,Corporate,Construction,Canterbury,Free,13,0.0,Unassigned,2022-01-12
ACC-05180,Patricia Anderson,Unknown,Residential,Individual,Unknown,Waikato,Basic,51,320.78,Rob Thompson,2019-10-29
ACC-05181,Jennifer Williams,Southern Holdings,Business,Corporate,Professional Services,Waikato,Basic,55,95.21,Unassigned,2021-05-18
ACC-05182,Linda Jackson,Unknown,Residential,Corporate,Unknown,Wellington,Free,44,0.0,Unassigned,2019-07-15
ACC-05184,Charles Jones,Valley Plumbing,Business,Corporate,Agriculture,Auckland,Enterprise,25,265.57,Lisa Hartley,2022-11-17
ACC-05185,Barbara Thomas,Peak Holdings,Business,Individual,Construction,Canterbury,Basic,1,93.77,Unassigned,2021-05-12
ACC-05186,Michael Martin,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,7,46.44,Unassigned,2020-12-23
ACC-05187,Joseph Jones,Valley Group,Business,Small Business,Construction,Canterbury,Enterprise,31,18.84,Unassigned,2018-03-23
ACC-05189,Barbara Moore,Unknown,Residential,Individual,Unknown,Auckland,Free,15,0.0,Unassigned,2019-02-26
ACC-05191,James Hernandez,Frontier Group,Business,Individual,Retail,Canterbury,Premium,13,251.59,Rob Thompson,2018-01-18
ACC-05192,Charles Gonzalez,Unknown,Residential,Corporate,Unknown,Waikato,Basic,14,56.08,Unassigned,2018-07-30
ACC-05193,Joseph Miller,Harbour Electrical,Business,Small Business,Construction,Manawatu-Whanganui,Basic,51,60.81,Unassigned,2019-03-30
ACC-05194,Michael Davis,Unknown,Residential,Small Business,Unknown,Wellington,Enterprise,3,430.35,Mike Patterson,2023-03-01
ACC-05195,John Jackson,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,12,379.11,Mike Patterson,2021-01-16
ACC-05196,Jessica Wilson,Metro Group,Business,Corporate,Education,Northland,Enterprise,2,653.42,Mike Patterson,2020-01-03
ACC-05197,Barbara Brown,Summit Logistics,Business,Corporate,Trades,Otago,Basic,1,271.75,Rob Thompson,2021-05-24
ACC-05198,Sarah Jones,Northern Services,Business,Corporate,Healthcare,Auckland,Basic,40,110.55,Unassigned,2019-11-12
ACC-05199,David Williams,Kiwi Logistics,Business,Corporate,Hospitality,Bay of Plenty,Enterprise,38,0.0,Unassigned,2020-04-16
ACC-05200,Robert Williams,Unknown,Residential,Individual,Unknown,Northland,Premium,33,115.19,Lisa Hartley,2022-08-05
ACC-05202,Charles Hernandez,Southern Logistics,Business,Corporate,Construction,Auckland,Basic,4,0.0,Unassigned,2018-04-08
ACC-05204,David Williams,Summit Industries,Business,Small Business,Manufacturing,Wellington,Premium,8,183.1,Unassigned,2019-02-09
ACC-05205,Jessica Jones,Southern Enterprises,Business,Corporate,Agriculture,Auckland,Basic,4,612.97,Lisa Hartley,2020-04-24
ACC-05207,James Wilson,Harbour Logistics,Residential,Corporate,Unknown,Auckland,Free,28,0.0,Unassigned,2023-05-04
ACC-05209,Elizabeth Brown,Unknown,Residential,Individual,Unknown,Bay of Plenty,Enterprise,20,55.96,Unassigned,2023-10-24
ACC-05211,Charles Thomas,Unknown,Residential,Individual,Unknown,Hawke's Bay,Basic,42,0.0,Unassigned,2019-12-11
ACC-05213,Elizabeth Jackson,Unknown,Residential,Individual,Unknown,Auckland,Free,13,0.0,Unassigned,2018-05-22
ACC-05214,David Johnson,Southern Logistics,Business,Small Business,Construction,Auckland,Enterprise,59,766.01,Mike Patterson,2019-09-16
ACC-05215,Patricia Rodriguez,Unknown,Residential,Small Business,Unknown,Canterbury,Basic,27,40.42,Unassigned,2019-08-20
ACC-05216,David Davis,Highland Legal,Business,Small Business,Education,Taranaki,Enterprise,25,0.0,Unassigned,2022-02-02
ACC-05217,Barbara Johnson,Unknown,Residential,Corporate,Unknown,Otago,Enterprise,12,0.0,Unassigned,2020-09-21
ACC-05218,Charles Smith,Unknown,Residential,Corporate,Unknown,Waikato,Basic,39,312.9,Rob Thompson,2021-10-31
ACC-05219,Jessica Williams,Coastal Systems,Business,Corporate,Retail,Auckland,Enterprise,21,619.59,Rob Thompson,2023-04-18
ACC-05220,Michael Jackson,Southern Solutions,Business,Corporate,Transport & Logistics,Wellington,Basic,15,58.74,Unassigned,2023-12-08
ACC-05221,Charles Taylor,Unknown,Residential,Individual,Unknown,Otago,Basic,39,55.82,Unassigned,2019-07-27
ACC-05223,William Moore,Unknown,Residential,Small Business,Unknown,Bay of Plenty,Free,58,0.0,Unassigned,2021-11-20
ACC-05224,James Johnson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,4,133.62,Unassigned,2020-10-08
ACC-05225,Michael Brown,Southern Transport,Business,Small Business,Healthcare,Auckland,Basic,45,69.04,Unassigned,2021-03-14
ACC-05226,Richard Taylor,Frontier Medical,Business,Individual,Trades,Otago,Basic,39,79.32,Unassigned,2022-05-08
ACC-05228,James Miller,Pioneer Holdings,Business,Individual,Professional Services,Canterbury,Enterprise,2,737.22,Sarah Chen,2018-03-18
ACC-05230,Karen Jackson,Gateway Transport,Business,Small Business,Trades,Waikato,Basic,7,95.71,Unassigned,2018-11-30
ACC-05231,Mary Jackson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,52,375.07,Lisa Hartley,2019-04-18
ACC-05232,Michael Jones,Coastal Transport,Business,Small Business,Professional Services,Otago,Premium,2,305.45,Lisa Hartley,2023-02-14
ACC-05233,Thomas Williams,Southern Legal,Business,Corporate,Professional Services,Auckland,Premium,32,237.74,Lisa Hartley,2019-11-15
ACC-05235,William Garcia,Unknown,Residential,Individual,Unknown,Auckland,Premium,29,155.52,Unassigned,2019-11-07
ACC-05237,Linda Williams,Unknown,Residential,Individual,Unknown,Canterbury,Free,26,0.0,Unassigned,2020-07-04
ACC-05241,David Miller,Metro Services,Business,Individual,Construction,Waikato,Enterprise,8,0.0,Unassigned,2023-07-23
ACC-05243,Thomas Jones,Apex Partners,Business,Small Business,Healthcare,Otago,Free,47,0.0,Unassigned,2018-02-08
ACC-05244,Barbara Jackson,Northern Industries,Business,Corporate,Professional Services,Canterbury,Basic,2,612.88,Sarah Chen,2018-12-18
ACC-05246,Sarah Taylor,Summit Plumbing,Business,Corporate,Trades,Canterbury,Premium,35,185.73,Unassigned,2019-10-20
ACC-05247,Barbara Davis,Pioneer Services,Business,Individual,Transport & Logistics,Wellington,Premium,5,864.29,Mike Patterson,2020-02-05
ACC-05248,Patricia Martin,Valley Services,Business,Corporate,Agriculture,Canterbury,Enterprise,4,553.63,Rob Thompson,2020-09-17
ACC-05249,Patricia Davis,Pioneer Electrical,Business,Corporate,Professional Services,Canterbury,Premium,41,326.6,Sarah Chen,2023-10-01
ACC-05251,David Lopez,Coastal Dental,Business,Corporate,Healthcare,Otago,Enterprise,52,520.65,Mike Patterson,2018-05-02
ACC-05252,Barbara Brown,Ridge Services,Business,Corporate,Professional Services,Wellington,Free,52,0.0,Unassigned,2022-03-10
ACC-05253,James Garcia,Valley Enterprises,Business,Corporate,Professional Services,Hawke's Bay,Basic,8,70.64,Unassigned,2022-12-02
ACC-05255,Charles Brown,Unknown,Residential,Small Business,Unknown,Canterbury,Free,4,123.08,Unassigned,2021-11-01
ACC-05256,James Moore,Unknown,Residential,Individual,Unknown,Auckland,Premium,10,149.8,Unassigned,2020-06-20
ACC-05257,Linda Hernandez,Summit Consulting,Business,Corporate,Education,Canterbury,Basic,54,92.8,Unassigned,2019-10-13
ACC-05258,Elizabeth Davis,Northern Ltd,Business,Corporate,Construction,Auckland,Enterprise,19,681.9,Rob Thompson,2022-10-08
ACC-05259,Richard Williams,Unknown,Residential,Individual,Unknown,Otago,Free,45,0.0,Unassigned,2022-03-17
ACC-05260,Barbara Garcia,Unknown,Residential,Corporate,Unknown,Auckland,Free,1,0.0,Unassigned,2022-06-05
ACC-05261,Jennifer Thomas,Metro Logistics,Business,Small Business,Retail,Waikato,Enterprise,4,660.9,Sarah Chen,2020-09-11
ACC-05262,Charles Davis,Pioneer Engineering,Business,Corporate,Professional Services,Bay of Plenty,Basic,23,208.8,Mike Patterson,2023-07-05
ACC-05265,Charles Smith,Valley Construction,Business,Individual,Healthcare,Wellington,Basic,1,196.97,Mike Patterson,2023-05-14
ACC-05266,John Martin,Metro Electrical,Business,Small Business,Professional Services,Canterbury,Enterprise,31,180.65,Mike Patterson,2022-08-22
ACC-05267,Patricia Rodriguez,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,20,307.83,Mike Patterson,2020-11-27
ACC-05269,Barbara Brown,Central Medical,Business,Small Business,Trades,Canterbury,Basic,2,68.48,Unassigned,2022-09-23
ACC-05270,Jessica Garcia,Alpha Legal,Business,Corporate,Healthcare,Waikato,Enterprise,27,749.57,Lisa Hartley,2019-09-19
ACC-05272,David Jones,Pioneer Services,Business,Small Business,Construction,Auckland,Free,17,15.34,Unassigned,2023-03-08
ACC-05274,Barbara Rodriguez,Unknown,Residential,Individual,Unknown,Nelson-Marlborough,Enterprise,9,322.76,Lisa Hartley,2020-06-27
ACC-05279,Barbara Garcia,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,33,37.05,Unassigned,2022-10-31
ACC-05280,Elizabeth Martinez,Summit Enterprises,Business,Corporate,Construction,Otago,Enterprise,10,488.53,Sarah Chen,2019-05-16
ACC-05281,Mary Garcia,Southern Dental,Business,Individual,Healthcare,Canterbury,Free,10,70.62,Unassigned,2018-03-05
ACC-05284,Elizabeth Martin,Unknown,Residential,Corporate,Unknown,Canterbury,Enterprise,23,348.33,Lisa Hartley,2018-11-11
ACC-05285,Mary Thomas,Unknown,Residential,Corporate,Unknown,Canterbury,Enterprise,45,391.01,Lisa Hartley,2022-12-27
ACC-05286,Joseph Thomas,Unknown,Residential,Individual,Unknown,Hawke's Bay,Premium,57,122.32,Unassigned,2022-12-31
ACC-05287,Barbara Williams,Sterling Systems,Business,Individual,Professional Services,Canterbury,Free,10,632.02,Mike Patterson,2021-07-15
ACC-05288,Elizabeth Hernandez,Pioneer Partners,Business,Small Business,Agriculture,Waikato,Free,2,0.0,Unassigned,2021-05-02
ACC-05289,Jennifer Hernandez,Gateway Industries,Business,Small Business,Manufacturing,Canterbury,Free,13,0.0,Unassigned,2021-09-20
ACC-05290,David Miller,Alpha Ltd,Business,Individual,Construction,Nelson-Marlborough,Free,7,797.55,Mike Patterson,2023-12-01
ACC-05291,Michael Smith,Coastal Legal,Business,Small Business,Retail,Auckland,Basic,36,65.73,Unassigned,2023-09-04
ACC-05292,James Garcia,Gateway Services,Business,Small Business,Trades,Otago,Basic,34,97.8,Unassigned,2021-09-05
ACC-05295,Charles Williams,Unknown,Residential,Corporate,Unknown,Manawatu-Whanganui,Premium,3,148.7,Unassigned,2019-12-17
ACC-05296,Joseph Lopez,Harbour Ltd,Business,Corporate,Retail,Waikato,Free,12,19.04,Unassigned,2021-04-28
ACC-05297,Joseph Anderson,Sterling Industries,Business,Individual,Education,Canterbury,Enterprise,11,578.21,Sarah Chen,2022-02-04
ACC-05298,Barbara Gonzalez,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,14,349.11,Mike Patterson,2021-12-18
ACC-05301,Sarah Wilson,Unknown,Residential,Small Business,Unknown,Northland,Free,2,146.21,Sarah Chen,2022-03-14
ACC-05302,John Smith,Unknown,Residential,Individual,Unknown,Canterbury,Free,41,22.12,Unassigned,2020-01-17
ACC-05303,Barbara Thomas,Highland Industries,Business,Corporate,Construction,Auckland,Basic,9,90.43,Unassigned,2023-07-15
ACC-05304,David Rodriguez,Gateway Logistics,Business,Corporate,Construction,Auckland,Enterprise,19,777.13,Mike Patterson,2018-06-16
ACC-05305,Barbara Miller,Pacific Logistics,Business,Corporate,Professional Services,Auckland,Enterprise,20,674.82,Mike Patterson,2022-12-23
ACC-05306,Charles Brown,Peak Consulting,Business,Corporate,Agriculture,Canterbury,Basic,31,668.09,Mike Patterson,2021-06-01
ACC-05309,Charles Brown,Unknown,Residential,Individual,Unknown,Taranaki,Free,6,0.0,Unassigned,2018-01-07
ACC-05310,Jessica Miller,Gateway Partners,Business,Corporate,Healthcare,Bay of Plenty,Basic,6,0.0,Unassigned,2023-02-12
ACC-05311,Karen Garcia,Peak Engineering,Business,Corporate,Retail,Wellington,Free,14,215.91,Sarah Chen,2018-01-01
ACC-05312,Barbara Jackson,Pacific Enterprises,Business,Corporate,Trades,Auckland,Basic,48,91.04,Unassigned,2020-03-07
ACC-05313,Susan Jackson,Unknown,Residential,Individual,Unknown,Otago,Basic,8,36.8,Unassigned,2019-05-13
ACC-05314,David Martin,Central Plumbing,Business,Corporate,Hospitality,Canterbury,Enterprise,14,88.26,Unassigned,2023-01-18
ACC-05316,Charles Garcia,Unknown,Residential,Individual,Unknown,Taranaki,Enterprise,8,395.08,Lisa Hartley,2023-05-21
ACC-05318,James Moore,Peak Construction,Business,Corporate,Property Management,Bay of Plenty,Premium,4,161.46,Unassigned,2020-11-01
ACC-05319,Richard Johnson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,27,253.37,Rob Thompson,2022-01-14
ACC-05320,Charles Brown,Unknown,Residential,Individual,Unknown,Wellington,Premium,40,130.87,Unassigned,2018-05-26
ACC-05321,Michael Jones,Unknown,Residential,Corporate,Unknown,Auckland,Enterprise,11,385.65,Sarah Chen,2023-02-06
ACC-05324,Patricia Martinez,Southern Engineering,Business,Individual,Manufacturing,Waikato,Basic,13,71.8,Unassigned,2021-02-14
ACC-05325,Robert Martinez,Unknown,Residential,Small Business,Unknown,Canterbury,Premium,58,133.47,Rob Thompson,2018-03-08
ACC-05326,Joseph Garcia,Coastal Holdings,Business,Individual,Retail,Auckland,Enterprise,3,522.8,Mike Patterson,2023-05-14
ACC-05328,Elizabeth Moore,Unknown,Residential,Corporate,Unknown,Auckland,Free,29,0.0,Unassigned,2019-10-27
ACC-05329,Susan Miller,Unknown,Residential,Individual,Unknown,Waikato,Basic,39,44.67,Unassigned,2022-05-15
ACC-05330,David Wilson,Pacific Tech,Business,Individual,Professional Services,Auckland,Basic,29,101.58,Unassigned,2022-12-04
ACC-05331,Jessica Rodriguez,Pacific Tech,Business,Individual,Transport & Logistics,Canterbury,Enterprise,42,468.93,Sarah Chen,2018-10-27
ACC-05332,Charles Jackson,Unknown,Residential,Individual,Unknown,Wellington,Free,12,0.0,Unassigned,2019-07-31
ACC-05335,Michael Thomas,Metro Electrical,Business,Corporate,Construction,Auckland,Basic,51,468.22,Sarah Chen,2022-09-24
ACC-05336,Barbara Martinez,Highland Construction,Business,Corporate,Construction,Hawke's Bay,Basic,6,0.0,Unassigned,2019-10-22
ACC-05337,Barbara Garcia,Ridge Logistics,Business,Corporate,Manufacturing,Hawke's Bay,Basic,19,102.24,Unassigned,2020-04-15
ACC-05338,William Moore,Unknown,Residential,Individual,Unknown,Waikato,Basic,35,55.89,Unassigned,2020-06-09
ACC-05339,Barbara Gonzalez,Peak Transport,Business,Corporate,Construction,Waikato,Premium,8,219.37,Rob Thompson,2023-05-15
ACC-05342,Michael Lopez,Harbour Transport,Business,Corporate,Hospitality,Auckland,Enterprise,8,93.75,Unassigned,2022-07-14
ACC-05345,Jessica Thomas,Unknown,Residential,Corporate,Unknown,Canterbury,Premium,17,143.63,Lisa Hartley,2023-02-17
ACC-05346,Joseph Taylor,Valley Transport,Business,Small Business,Manufacturing,Auckland,Basic,27,64.7,Unassigned,2022-02-27
ACC-05349,Jennifer Taylor,Coastal Services,Business,Small Business,Professional Services,Wellington,Basic,22,72.7,Unassigned,2023-11-09
ACC-05350,Joseph Smith,Unknown,Residential,Small Business,Unknown,Wellington,Premium,9,111.6,Unassigned,2022-07-04
ACC-05351,David Williams,Northern Services,Business,Small Business,Trades,Bay of Plenty,Free,3,0.0,Unassigned,2019-11-02
ACC-05352,Barbara Martin,Highland Services,Business,Corporate,Construction,Otago,Free,8,83.46,Unassigned,2018-08-09
ACC-05353,Karen Wilson,Harbour Enterprises,Business,Corporate,Trades,Otago,Enterprise,32,385.91,Sarah Chen,2023-08-17
ACC-05354,Richard Miller,Pioneer Systems,Business,Individual,Trades,Canterbury,Basic,11,103.11,Mike Patterson,2022-10-01
ACC-05357,Jessica Martin,Northern Partners,Business,Corporate,Hospitality,Auckland,Basic,22,212.94,Lisa Hartley,2022-11-14
ACC-05358,Elizabeth Anderson,Gateway Tech,Business,Small Business,Transport & Logistics,Bay of Plenty,Basic,54,86.27,Unassigned,2018-07-23
ACC-05359,Elizabeth Martinez,Island Medical,Business,Corporate,Trades,Canterbury,Enterprise,5,63.08,Unassigned,2019-03-01
ACC-05361,Linda Martinez,Ridge Engineering,Business,Corporate,Healthcare,Auckland,Free,45,0.0,Unassigned,2019-03-21
ACC-05364,Michael Johnson,Apex Transport,Business,Corporate,Construction,Bay of Plenty,Premium,33,237.39,Sarah Chen,2023-09-28
ACC-05365,Jennifer Davis,Highland Consulting,Business,Corporate,Trades,Waikato,Basic,22,91.38,Unassigned,2019-05-01
ACC-05366,Charles Brown,Coastal Tech,Business,Individual,Trades,Canterbury,Premium,26,0.0,Unassigned,2023-11-06
ACC-05367,Richard Rodriguez,Highland Legal,Business,Corporate,Construction,Canterbury,Basic,3,115.52,Unassigned,2019-01-01
ACC-05369,Jennifer Brown,Alpha Plumbing,Residential,Individual,Unknown,Waikato,Basic,36,37.37,Unassigned,2018-09-14
ACC-05371,Karen Jackson,Unknown,Residential,Individual,Unknown,Wellington,Basic,24,388.12,Rob Thompson,2020-09-16
ACC-05373,Charles Anderson,Unknown,Residential,Individual,Unknown,Waikato,Basic,15,49.44,Unassigned,2022-11-11
ACC-05374,Joseph Thomas,Unknown,Residential,Corporate,Unknown,Auckland,Free,5,88.21,Unassigned,2019-11-08
ACC-05376,Joseph Jackson,Unknown,Residential,Individual,Unknown,Waikato,Premium,10,0.0,Unassigned,2022-12-25
ACC-05378,Linda Gonzalez,Unknown,Residential,Individual,Unknown,Hawke's Bay,Free,58,0.0,Unassigned,2020-10-21
ACC-05379,Linda Garcia,Northern Construction,Business,Individual,Healthcare,Auckland,Basic,2,81.91,Unassigned,2019-06-18
ACC-05380,Thomas Martin,Gateway Plumbing,Business,Corporate,Trades,Northland,Premium,25,250.47,Sarah Chen,2023-09-06
ACC-05381,James Davis,Summit Industries,Business,Small Business,Construction,Auckland,Premium,19,0.0,Unassigned,2021-10-14
ACC-05382,Sarah Garcia,Unknown,Residential,Individual,Unknown,Hawke's Bay,Premium,52,128.39,Unassigned,2023-04-24
ACC-05383,Sarah Anderson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,54,378.21,Mike Patterson,2018-11-14
ACC-05384,Thomas Gonzalez,Pioneer Group,Business,Corporate,Construction,Northland,Premium,24,337.59,Lisa Hartley,2023-03-10
ACC-05386,Charles Jones,Unknown,Residential,Corporate,Unknown,Waikato,Basic,19,40.31,Unassigned,2019-08-26
ACC-05388,David Garcia,Valley Dental,Business,Corporate,Professional Services,Auckland,Premium,1,184.93,Unassigned,2020-02-24
ACC-05390,Jennifer Gonzalez,Highland Ltd,Business,Corporate,Retail,Waikato,Enterprise,19,65.03,Unassigned,2023-12-17
ACC-05392,John Miller,Island Group,Business,Corporate,Healthcare,Auckland,Basic,48,70.42,Unassigned,2021-07-14
ACC-05393,Jennifer Lopez,Highland Industries,Business,Corporate,Education,Auckland,Basic,9,0.0,Unassigned,2022-06-10
ACC-05394,Thomas Jones,Coastal Solutions,Business,Corporate,Professional Services,Canterbury,Basic,53,108.67,Unassigned,2023-06-24
ACC-05395,James Wilson,Pioneer Tech,Business,Corporate,Construction,Bay of Plenty,Basic,32,104.98,Unassigned,2019-07-01
ACC-05396,Charles Wilson,Summit Logistics,Business,Small Business,Professional Services,Wellington,Premium,6,325.39,Lisa Hartley,2021-12-15
ACC-05398,Barbara Gonzalez,Pioneer Consulting,Business,Small Business,Professional Services,Otago,Enterprise,25,0.0,Unassigned,2018-09-25
ACC-05400,James Rodriguez,Unknown,Residential,Corporate,Unknown,Auckland,Free,18,51.75,Unassigned,2022-07-01
ACC-05401,John Johnson,Northern Holdings,Business,Corporate,Transport & Logistics,Bay of Plenty,Premium,2,159.53,Unassigned,2018-10-13
ACC-05402,James Moore,Coastal Consulting,Business,Individual,Education,Canterbury,Enterprise,30,148.97,Unassigned,2020-08-18
ACC-05403,David Jackson,Ridge Dental,Business,Corporate,Trades,Wellington,Free,45,882.51,Rob Thompson,2019-12-11
ACC-05404,Jessica Hernandez,Pacific Construction,Business,Corporate,Professional Services,Canterbury,Free,16,0.0,Unassigned,2022-01-09
ACC-05406,Linda Smith,Unknown,Residential,Corporate,Unknown,Canterbury,Enterprise,49,438.06,Rob Thompson,2021-05-06
ACC-05407,Patricia Smith,Unknown,Residential,Small Business,Unknown,Wellington,Enterprise,60,328.81,Sarah Chen,2019-02-11
ACC-05408,James Anderson,Harbour Electrical,Business,Corporate,Construction,Waikato,Basic,2,102.59,Unassigned,2023-07-06
ACC-05409,David Lopez,Metro Services,Business,Corporate,Professional Services,Auckland,Free,14,173.19,Rob Thompson,2019-05-23
ACC-05411,Michael Wilson,Unknown,Residential,Small Business,Unknown,Canterbury,Free,5,0.0,Unassigned,2021-01-03
ACC-05413,Jessica Smith,Apex Consulting,Business,Corporate,Education,Waikato,Enterprise,37,655.63,Rob Thompson,2020-05-27
ACC-05414,Robert Lopez,Peak Industries,Business,Small Business,Healthcare,Manawatu-Whanganui,Basic,27,84.39,Unassigned,2019-03-11
ACC-05415,Jessica Miller,Unknown,Residential,Individual,Unknown,Canterbury,Basic,40,33.03,Unassigned,2020-01-06
ACC-05416,William Miller,Ridge Solutions,Business,Small Business,Healthcare,Otago,Premium,8,299.5,Mike Patterson,2018-03-12
ACC-05419,Barbara Johnson,Highland Construction,Business,Individual,Construction,Canterbury,Basic,23,92.6,Unassigned,2019-07-10
ACC-05421,Karen Martinez,Northern Consulting,Business,Corporate,Trades,Auckland,Basic,57,60.37,Unassigned,2023-06-04
ACC-05423,Barbara Moore,Unknown,Residential,Corporate,Unknown,Auckland,Basic,36,444.05,Sarah Chen,2018-07-31
ACC-05427,Karen Brown,Central Group,Business,Individual,Manufacturing,Bay of Plenty,Basic,26,820.73,Rob Thompson,2020-02-18
ACC-05429,David Miller,Pioneer Solutions,Business,Corporate,Retail,Auckland,Free,41,0.0,Unassigned,2019-06-08
ACC-05430,Linda Martinez,Frontier Enterprises,Business,Corporate,Professional Services,Canterbury,Basic,16,0.0,Unassigned,2018-10-10
ACC-05431,Jessica Rodriguez,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,7,270.21,Sarah Chen,2020-08-06
ACC-05432,Karen Miller,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,22,411.96,Sarah Chen,2020-05-27
ACC-05433,Elizabeth Jones,Unknown,Residential,Individual,Unknown,Nelson-Marlborough,Premium,4,124.37,Unassigned,2019-06-26
ACC-05434,Elizabeth Anderson,Alpha Engineering,Business,Small Business,Trades,Auckland,Free,50,0.0,Unassigned,2019-11-08
ACC-05436,David Gonzalez,Coastal Group,Business,Corporate,Healthcare,Bay of Plenty,Basic,52,179.54,Sarah Chen,2018-02-18
ACC-05438,Joseph Anderson,Island Logistics,Business,Small Business,Education,Canterbury,Basic,4,119.25,Lisa Hartley,2018-03-07
ACC-05440,Richard Martin,Southern Ltd,Business,Small Business,Construction,Bay of Plenty,Basic,1,205.37,Mike Patterson,2018-07-04
ACC-05441,John Thomas,Peak Partners,Business,Small Business,Education,Auckland,Enterprise,58,604.73,Rob Thompson,2019-10-26
ACC-05444,Barbara Miller,Kiwi Plumbing,Business,Corporate,Construction,Southland,Enterprise,43,846.16,Rob Thompson,2022-05-10
ACC-05448,Michael Wilson,Ridge Dental,Business,Corporate,Construction,Canterbury,Free,30,233.53,Mike Patterson,2020-08-03
ACC-05452,Linda Wilson,Pacific Ltd,Business,Small Business,Manufacturing,Canterbury,Basic,14,90.75,Unassigned,2022-05-18
ACC-05453,Elizabeth Miller,Metro Transport,Business,Corporate,Retail,Auckland,Basic,54,77.95,Unassigned,2022-07-01
ACC-05454,James Martinez,Pacific Consulting,Business,Corporate,Trades,Manawatu-Whanganui,Enterprise,7,0.0,Unassigned,2020-08-30
ACC-05455,Barbara Garcia,Frontier Consulting,Business,Corporate,Education,Otago,Free,30,0.0,Unassigned,2022-06-05
ACC-05458,Mary Wilson,Pacific Partners,Business,Small Business,Transport & Logistics,Otago,Free,9,0.0,Unassigned,2020-01-30
ACC-05459,Jennifer Brown,Unknown,Residential,Individual,Unknown,Taranaki,Free,1,96.49,Unassigned,2018-08-30
ACC-05460,Mary Davis,Unknown,Residential,Corporate,Unknown,Southland,Enterprise,26,372.14,Mike Patterson,2019-11-26
ACC-05461,Charles Davis,Frontier Consulting,Business,Small Business,Construction,Otago,Basic,3,66.07,Unassigned,2022-12-27
ACC-05464,Jessica Jones,Alpha Holdings,Business,Small Business,Construction,Waikato,Enterprise,34,619.02,Sarah Chen,2020-08-13
ACC-05465,James Lopez,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,48,298.67,Mike Patterson,2020-03-25
ACC-05466,James Williams,Gateway Systems,Business,Corporate,Trades,Bay of Plenty,Enterprise,30,726.2,Lisa Hartley,2021-09-03
ACC-05467,Joseph Hernandez,Pioneer Tech,Business,Small Business,Trades,Canterbury,Enterprise,2,651.41,Sarah Chen,2020-06-29
ACC-05468,Jennifer Lopez,Ridge Construction,Business,Corporate,Trades,Otago,Basic,30,343.19,Mike Patterson,2020-05-21
ACC-05469,Jennifer Jones,Unknown,Residential,Individual,Unknown,Waikato,Free,1,98.12,Unassigned,2019-06-15
ACC-05471,Richard Brown,Alpha Dental,Residential,Individual,Unknown,Auckland,Basic,16,34.31,Unassigned,2023-07-23
ACC-05474,Charles Williams,Peak Solutions,Business,Corporate,Trades,Canterbury,Basic,20,96.48,Unassigned,2018-05-06
ACC-05476,James Moore,Unknown,Residential,Individual,Unknown,Bay of Plenty,Premium,2,114.36,Unassigned,2021-05-20
ACC-05478,James Taylor,Sterling Solutions,Business,Corporate,Healthcare,Wellington,Enterprise,24,761.54,Lisa Hartley,2022-05-14
ACC-05479,Barbara Garcia,Valley Legal,Business,Small Business,Trades,Taranaki,Free,15,0.0,Unassigned,2023-12-24
ACC-05480,David Martin,Unknown,Residential,Individual,Unknown,Wellington,Free,56,0.0,Unassigned,2020-07-15
ACC-05481,James Jones,Pioneer Services,Business,Corporate,Hospitality,Otago,Free,21,312.56,Mike Patterson,2018-09-24
ACC-05482,Jennifer Johnson,Unknown,Residential,Corporate,Unknown,Waikato,Basic,14,362.64,Mike Patterson,2023-05-06
ACC-05483,Elizabeth Lopez,Island Dental,Business,Corporate,Agriculture,Hawke's Bay,Enterprise,4,218.42,Rob Thompson,2018-12-24
ACC-05484,Robert Jackson,Unknown,Residential,Individual,Unknown,Wellington,Basic,58,51.98,Unassigned,2021-09-14
ACC-05485,David Johnson,Unknown,Residential,Corporate,Unknown,Canterbury,Premium,20,120.23,Unassigned,2022-09-17
ACC-05486,John Anderson,Valley Consulting,Business,Corporate,Professional Services,Canterbury,Enterprise,1,558.59,Lisa Hartley,2019-12-08
